0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0.035,0.034,0.034,0.034,0.043,0.038,0.034,0.035,0.034,0.034,0.034,0.034,0.035,0.037,0.035,0.036,0.035,0.034,0.340,0.035,0.034,0.034,0.035,0.034,0.034,0.035,0.034,0.035,0.049,0.035,0.035,0.034,0.396,0.035,0.034,0.034,0.034,0.041,0.034,0.034,0.035,0.034,0.037,0.035,0.034,0.034,1.000,0.041,0.034,0.034,0.041,0.054,0.036,0.034,0.034,0.035,0.038,0.036,0.034,0.034,0.803,0.036,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0.034,0.050,0.034,0.034,0.041,0.037,0.034,0.034,0.040,0.034,0.034,0.041,0.042,0.045,0.039,0.034,0.034,0.034,0.034,0.036,0.035,0.034,0.034,0.034,0.034,0.040,0.034,0.035,0.034,0.033,0.034,0.034,0.034,0.043,0.036,0.034,0.036,0.129,0.035,0.034,0.035,0.852,0.979,0.034,0.034,0.034,0.036,0.034,0.034,0.033,0.033,0.038,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.167,0.218,0.034,0.035,0.035,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0.034,0.034,0.258,0.035,0.313,0.140,0.035,0.035,0.034,0.035,0.034,0.034,0.035,0.034,0.035,0.034,0.185,0.034,0.034,0.034,0.034,0.035,0.034,0.036,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.035,0.034,0.035,0.034,0.034
0.038,0.038,0.037,0.135,0.037,0.037,0.037,0.038,0.038,0.037,0.038,0.037,0.359,0.038,0.039,0.035,0.035,0.051,0.035,0.035,0.035,0.036,0.036,0.036,0.036,0.037,0.037,0.037,0.037,0.036,0.036,0.040,0.035,0.035,0.035,0.035,0.034,0.035,0.036,0.036,0.036,0.035,0.037,0.035,0.035,0.035,0.036,0.035,0.035,0.036,0.036,0.034,0.035,0.036,0.036,0.036,0.036,0.034,0.035,0.035,0.037,0.035,0.036,0.036,0.035,0.035,0.035,0.035,0.036,0.035,0.035,0.046,0.034,0.035,0.035,0.036,0.035,0.035,0.035,0.038,0.035,0.035,0.036,0.036,0.035,0.035,0.036,0.035,0.036,0.037,0.038,0.035,0.035,0.035,0.037,0.035,0.035,0.036,0.036,0.035,0.037,0.035,0.036,0.036,0.051,0.037,0.037,0.036,0.037,0.035,0.635,0.038,0.036,0.034,0.035,0.038,0.036,0.036,0.134,0.036,0.035,0.035,0.035,0.035,0.039,0.658,0.049,0.035,0.035,0.035,0.036,0.035,0.036,0.036,0.035,0.036,0.035,0.036,0.038,0.038,0.038,0.037,0.037,0.037,0.036,0.145,0.036,0.036,0.036,0.036,0.037,0.039,0.236,0.039,0.037,1.000,0.037,0.037,0.037,0.518,0.037,0.037,0.036,0.037,0.037,0.037,0.037,0.037,0.039,0.039,0.039,0.038,0.038,0.039,0.038,0.038,0.038,0.038,0.039,0.038,0.038,0.039,0.041,0.038,0.036,0.036,0.336,0.697,0.303,0.039,0.350,0.126,0.319,0.325,0.036,0.039
0.025,0.024,0.024,0.130,0.025,0.024,0.024,0.024,0.024,0.024,0.025,0.025,0.024,0.024,0.024,0.025,0.025,0.024,0.023,0.023,0.023,0.024,0.024,0.023,0.024,0.025,0.025,0.025,0.024,0.024,0.023,0.023,0.077,0.024,0.023,0.024,0.024,0.024,0.024,0.023,0.025,0.025,0.026,0.025,0.023,0.024,0.024,0.044,0.024,0.025,0.059,0.070,0.039,0.023,0.025,0.025,0.025,0.024,0.023,0.041,0.024,0.024,0.023,0.048,0.025,0.023,0.029,0.023,0.023,0.025,0.024,0.024,0.023,0.040,0.026,0.136,0.024,0.024,0.024,0.024,0.023,0.022,0.023,0.024,0.023,0.023,0.023,0.027,0.537,0.098,1.000,0.029,0.025,0.026,0.025,0.023,0.024,0.025,0.083,0.023,0.137,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.025,0.023,0.024,0.023,0.024,0.023,0.023,0.033,0.025,0.026,0.024,0.024,0.024,0.024,0.025,0.022,0.023,0.023,0.023,0.024,0.024,0.028,0.025,0.038,0.024,0.189,0.025,0.024,0.358,0.024,0.024,0.023,0.023,0.024,0.024,0.025,0.028,0.025,0.024,0.025,0.025,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.026,0.025,0.025,0.024,0.024,0.033,0.024,0.023,0.024,0.024,0.096,0.024,0.024,0.025,0.025,0.024,0.024,0.148,0.025,0.023,0.025,0.025,0.025,0.025,0.052,0.025,0.024,0.024,0.023,0.024,0.024,0.537,0.025,0.086,0.024,0.024,0.026,0.024
0.031,0.031,0.031,0.031,0.031,0.031,0.030,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.030,0.031,0.031,0.031,0.031,0.031,0.030,0.031,0.031,0.031,0.734,0.031,0.031,0.031,0.030,0.031,0.031,0.031,0.031,0.031,0.031,0.030,0.031,0.031,0.639,0.031,0.031,0.030,0.031,0.031,0.031,0.030,0.031,0.031,0.030,0.031,0.031,0.031,0.582,0.031,0.031,0.030,0.030,0.031,0.030,0.063,0.030,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.030,0.031,0.030,1.000,0.030,0.031,0.031,0.030,0.031,0.031,0.030,0.030,0.031,0.031,0.031,0.034,0.985,0.031,0.030,0.031,0.031,0.030,0.031,0.031,0.030,0.031,0.031,0.031,0.033,0.040,0.044,0.030,0.036,0.031,0.031,0.031,0.031,0.031,0.413,0.030,0.031,0.031,0.325,0.031,0.030,0.031,0.031,0.043,0.036,0.041,0.030,0.031,0.031,0.031,0.031,0.031,0.033,0.030,0.032,0.031,0.031,0.031,0.031,0.049,0.031,0.031,0.031,0.040,0.031,0.031,0.031,0.037,0.031,0.076,0.031,0.031,0.030,0.031,0.032,0.030,0.031,0.031,0.030,0.030,0.031,0.131,0.124,0.035,0.030,0.030,0.031,0.031,0.031,0.030,0.031,0.031,0.031,0.031,0.030,0.031,0.062,0.055,0.030,0.031,0.031,0.030,0.031,0.031,0.047,0.037,0.032,0.051,0.031,0.030,0.031,0.032,0.031,0.031,0.031,0.031,0.031,0.031
0.046,0.046,0.046,0.534,0.045,0.044,0.045,0.044,0.045,0.762,0.046,0.046,0.045,0.045,0.045,0.044,0.044,0.044,0.045,0.044,0.044,0.044,0.044,0.903,0.046,0.044,0.045,0.045,0.045,0.044,0.044,0.044,0.044,0.045,0.045,0.044,0.044,0.044,0.045,0.045,0.045,0.045,0.045,0.046,0.045,0.046,0.044,0.044,0.044,0.045,0.046,0.045,0.044,0.045,0.046,0.045,0.045,0.046,0.045,0.045,0.044,0.132,0.059,0.045,0.046,0.056,0.044,0.045,0.045,0.045,0.045,0.045,0.044,0.049,0.044,0.044,0.049,0.044,0.052,0.098,0.044,0.045,0.045,0.045,0.046,0.045,0.044,0.046,0.044,0.044,0.049,0.072,0.044,0.170,0.044,0.045,0.045,0.045,0.045,0.045,0.044,0.045,0.048,0.044,0.050,0.044,0.044,0.113,0.044,0.045,0.045,0.045,0.045,0.044,0.044,0.046,0.061,0.044,0.044,0.044,0.044,0.067,0.044,0.144,0.046,0.046,0.045,0.045,0.045,0.045,0.044,0.060,0.145,0.044,0.045,0.046,0.045,0.046,0.046,0.045,0.046,0.045,0.045,0.044,0.046,0.044,0.044,0.045,0.057,0.044,0.044,0.046,0.045,0.046,0.045,0.045,0.850,0.550,0.045,0.045,0.047,0.045,0.045,0.044,0.045,0.046,0.045,0.046,0.046,0.045,0.465,0.733,0.044,0.056,0.044,0.048,0.045,0.045,0.045,0.047,0.045,0.045,0.046,0.045,1.000,0.838,0.045,0.083,0.049,0.073,0.045,0.045,0.045,0.046,0.046,0.046
0.040,0.041,0.040,0.038,0.040,0.040,0.041,0.063,0.041,0.041,0.040,0.041,0.040,0.041,0.041,0.157,0.112,0.128,0.549,0.645,0.041,0.040,0.040,0.040,0.041,0.040,0.041,0.042,0.038,0.052,0.068,0.053,0.040,0.039,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.041,0.040,0.112,0.177,0.039,0.040,0.040,0.040,0.040,0.039,0.040,0.039,0.040,0.040,0.041,0.040,0.039,0.128,0.961,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.041,0.040,0.040,0.040,0.040,0.039,0.040,0.041,0.040,0.040,0.051,0.040,0.041,0.041,0.040,0.040,0.040,0.040,0.771,0.040,0.040,0.041,0.041,0.043,0.041,0.040,0.040,0.041,0.040,0.039,0.041,0.040,0.040,0.040,0.040,0.040,0.040,0.039,0.039,0.040,0.041,0.040,0.040,0.098,0.041,0.041,0.041,0.040,0.039,0.040,0.047,0.040,0.040,0.040,0.040,0.041,0.039,0.039,0.039,0.041,0.040,0.040,0.040,0.040,0.123,0.040,0.042,0.042,0.041,0.039,0.040,0.040,0.040,0.040,0.040,0.040,0.040,0.123,0.039,0.040,0.040,0.040,0.040,0.040,0.039,0.040,0.040,0.041,0.040,0.340,0.040,0.073,0.039,0.041,0.040,0.040,0.040,0.404,0.038,0.040,0.041,0.041,0.041,0.040,0.318,0.040,0.040,0.041,0.041,0.041,0.041,0.039,0.068,0.040,0.040,0.041,0.041,0.041,1.000,0.040,0.313,0.042,0.041,0.055,0.042,0.041,0.039,0.041,0.040
0.039,0.038,0.038,0.037,0.038,0.039,0.039,0.039,0.039,0.039,0.038,0.040,0.039,0.041,0.038,0.038,0.038,0.038,0.039,0.038,0.039,0.039,0.039,0.041,0.043,0.041,1.000,0.064,0.038,0.041,0.037,0.040,0.039,0.038,0.038,0.038,0.039,0.038,0.038,0.052,0.641,0.038,0.038,0.038,0.038,0.038,0.039,0.042,0.040,0.040,0.039,0.040,0.040,0.039,0.039,0.038,0.038,0.038,0.038,0.039,0.039,0.038,0.038,0.040,0.039,0.048,0.040,0.038,0.041,0.039,0.039,0.041,0.039,0.043,0.038,0.039,0.039,0.039,0.038,0.039,0.038,0.037,0.640,0.038,0.049,0.093,0.064,0.587,0.039,0.039,0.039,0.039,0.038,0.038,0.038,0.038,0.431,0.037,0.053,0.042,0.038,0.038,0.038,0.040,0.038,0.039,0.039,0.039,0.038,0.038,0.263,0.049,0.050,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.047,0.038,0.039,0.473,0.042,0.039,0.039,0.039,0.039,0.038,0.051,0.038,0.196,0.038,0.037,0.037,0.038,0.229,0.347,0.040,0.039,0.039,0.038,0.038,0.037,0.038,0.341,0.039,0.037,0.037,0.038,0.608,0.041,0.039,0.040,0.038,0.045,0.038,0.038,0.038,0.040,0.038,0.037,0.038,0.039,0.040,0.039,0.038,0.039,0.037,0.038,0.039,0.037,0.038,0.167,0.040,0.038,0.038,0.038,0.038,0.039,0.038,0.039,0.039,0.038,0.038,0.038,0.038,0.084,0.040,0.037,0.041,0.040,0.038,0.055
0.073,0.787,0.072,0.466,0.073,0.072,0.076,0.160,0.074,0.072,0.069,0.073,0.072,0.071,0.072,0.557,0.556,0.503,0.592,0.072,0.675,0.065,0.077,0.071,0.657,0.072,0.075,0.071,0.073,0.072,0.542,0.561,0.929,0.072,0.076,0.072,0.072,0.075,0.070,0.076,0.283,0.075,0.072,0.072,0.071,0.067,0.069,0.075,0.075,0.070,0.071,0.070,0.071,0.070,0.505,0.082,0.070,0.070,0.071,0.080,0.071,0.071,0.116,0.068,0.070,0.070,0.068,0.071,0.070,0.072,0.070,0.073,0.516,0.073,0.068,0.071,0.147,0.072,0.071,0.072,0.070,0.073,0.071,0.073,0.069,0.072,0.073,0.076,0.068,0.149,0.067,0.072,0.072,0.071,0.069,0.074,0.070,0.074,0.069,0.070,0.072,0.071,0.073,0.074,0.072,0.070,0.071,0.071,0.069,0.068,0.069,0.070,0.069,0.069,0.068,0.069,0.068,0.068,0.068,0.067,0.068,0.068,0.068,0.068,0.068,0.069,0.070,0.070,0.070,0.069,0.069,0.069,0.069,0.069,0.070,0.070,0.070,0.069,0.070,0.073,0.070,0.072,0.070,0.072,0.072,0.070,0.071,0.071,0.071,0.072,0.071,0.072,0.072,0.073,0.069,0.070,0.070,0.070,0.071,0.068,0.070,0.070,0.069,0.069,0.069,0.076,0.069,0.070,0.067,0.078,0.072,1.000,0.414,0.070,0.070,0.072,0.731,0.085,0.072,0.103,0.107,0.069,0.069,0.071,0.069,0.069,0.071,0.069,0.072,0.072,0.072,0.072,0.070,0.071,0.069,0.071
0.032,0.032,0.029,0.029,0.029,0.029,0.092,0.255,0.029,0.028,0.028,0.030,0.029,0.030,0.029,0.028,0.029,0.030,0.030,0.030,0.030,0.030,0.303,0.888,0.030,0.028,0.028,0.030,0.029,0.028,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.037,0.030,0.029,0.028,0.028,0.029,0.034,0.031,0.030,0.030,0.030,0.066,0.031,0.063,0.030,0.030,0.029,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.047,0.030,0.030,0.030,0.030,0.031,0.644,0.034,0.030,0.049,0.066,0.038,0.047,0.049,0.030,0.030,0.032,0.030,0.030,0.030,1.000,0.030,0.030,0.043,0.030,0.051,0.030,0.030,0.033,0.030,0.030,0.030,0.030,0.030,0.030,0.405,0.030,0.030,0.030,0.031,0.048,0.030,0.030,0.030,0.035,0.064,0.048,0.030,0.030,0.092,0.030,0.030,0.058,0.046,0.030,0.030,0.030,0.030,0.030,0.051,0.450,0.030,0.029,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.030,0.040,0.029,0.030,0.030,0.030,0.030,0.029,0.030,0.030,0.030,0.035,0.055,0.030,0.030,0.030,0.028,0.029,0.030,0.030,0.033,0.029,0.030,0.030,0.030,0.030,0.030,0.030,0.029,0.031,0.029,0.028,0.029,0.029,0.030,0.030,0.030,0.029,0.030,0.043,0.028,0.029,0.028,0.031,0.031,0.030,0.029,0.029,0.029,0.030,0.030,0.030,0.030,0.030,0.029,0.029,0.031
0.067,0.068,0.070,1.000,0.754,0.799,0.068,0.067,0.444,0.190,0.332,0.064,0.065,0.067,0.064,0.067,0.069,0.069,0.067,0.066,0.068,0.096,0.076,0.061,0.337,0.061,0.069,0.067,0.064,0.064,0.066,0.066,0.066,0.067,0.064,0.101,0.066,0.066,0.064,0.060,0.069,0.067,0.064,0.064,0.060,0.064,0.107,0.068,0.066,0.066,0.072,0.066,0.066,0.067,0.069,0.067,0.404,0.107,0.170,0.073,0.089,0.116,0.067,0.066,0.068,0.067,0.098,0.062,0.068,0.068,0.062,0.068,0.068,0.067,0.066,0.067,0.067,0.078,0.066,0.068,0.355,0.462,0.064,0.068,0.063,0.065,0.064,0.065,0.066,0.067,0.071,0.262,0.068,0.065,0.062,0.080,0.057,0.615,0.066,0.182,0.068,0.065,0.067,0.066,0.068,0.068,0.067,0.080,0.066,0.411,0.062,0.065,0.067,0.073,0.068,0.076,0.211,0.064,0.065,0.067,0.065,0.065,0.068,0.068,0.067,0.065,0.076,0.349,0.065,0.066,0.073,0.280,0.067,0.066,0.064,0.069,0.067,0.073,0.069,0.068,0.068,0.066,0.069,0.066,0.067,0.348,0.066,0.065,0.064,0.066,0.067,0.067,0.069,0.068,0.065,0.066,0.068,0.065,0.078,0.077,0.069,0.067,0.064,0.066,0.064,0.065,0.067,0.068,0.063,0.063,0.064,0.064,0.066,0.066,0.066,0.065,0.068,0.068,0.064,0.063,0.064,0.068,0.065,0.065,0.065,0.067,0.068,0.070,0.068,0.064,0.064,0.066,0.065,0.064,0.063,0.065
